Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
40247	È’ØŽ) Å©ØŽà ¬(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	9	0	0	100	0	0	
40248	ß©Ø§ È‘Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	0	0	0	100	0	0	
40249	ß©Ø§ È‘Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	0	0	0	100	0	0	
40250	ß©Ø§ ÕœÕµ(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	1	0	0	100	0	0	
40251	ß©Ø§ È°(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	2	0	0	100	0	0	
40252	ß©Ø§ ß§Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	3	0	0	100	0	0	
40253	ß©Ø§ Ú¦à ¯(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	4	0	0	100	0	0	
40254	ß©Ø§ ÛŽÃ¤(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	5	0	0	100	0	0	
40255	aqua2	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	9	0	0	100	0	0	
40256	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	0	0	0	100	0	0	
40257	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	0	0	0	100	0	0	
40258	È’ØŽ) Õ«Ñ…(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	1	0	0	100	0	0	
40259	È’ØŽ) È°(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	2	0	0	100	0	0	
40260	È’ØŽ) ß§Ý•Ñ‹(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	3	0	0	100	0	0	
40261	È’ØŽ) Ú¦à ¯(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	4	0	0	100	0	0	
40262	È’ØŽ) ÛŽÃ¤(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	5	0	0	100	0	0	
40263	È’ØŽ) Å©ØŽà ¬(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	9	0	0	100	0	0	
40264	ß©Ø§ È‘Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	0	0	0	100	0	0	
40265	ß©Ø§ È‘Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	0	0	0	100	0	0	
40266	ß©Ø§ ÕœÕµ(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	1	0	0	100	0	0	
40267	ß©Ø§ È°(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	2	0	0	100	0	0	
40268	ß©Ø§ ß§Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	3	0	0	100	0	0	
40269	ß©Ø§ Ú¦à ¯(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	4	0	0	100	0	0	
40270	ß©Ø§ ÛŽÃ¤(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	5	0	0	100	0	0	
40271	aqua2	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	9	0	0	100	0	0	
40272	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	
40273	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	0	0	0	100	0	0	
40274	È’ØŽ) Õ«Ñ…(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	1	0	0	100	0	0	
40275	È’ØŽ) È°(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	2	0	0	100	0	0	
40276	È’ØŽ) ß§Ý•Ñ‹(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	3	0	0	100	0	0	
40277	È’ØŽ) Ú¦à ¯(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	4	0	0	100	0	0	
40278	È’ØŽ) ÛŽÃ¤(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	5	0	0	100	0	0	
40279	È’ØŽ) Å©ØŽà ¬(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	20	APPLY_ATT_GRADE_BONUS	50	APPLY_NONE	0	0	0	0	9	0	0	100	0	0	
40280	ß©Ø§ È‘Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	0	0	0	100	0	0	
40281	ß©Ø§ È‘Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	0	0	0	100	0	0	
40282	ß©Ø§ ÕœÕµ(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	1	0	0	100	0	0	
40283	ß©Ø§ È°(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	2	0	0	100	0	0	
40284	ß©Ø§ ß§Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	3	0	0	100	0	0	
40285	ß©Ø§ Ú¦à ¯(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	4	0	0	100	0	0	
40286	ß©Ø§ ÛŽÃ¤(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	5	0	0	100	0	0	
40287	aqua2	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	9	0	0	100	0	0	
40288	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	0	0	0	100	0	0	
40289	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	0	0	0	100	0	0	
40290	È’ØŽ) Õ«Ñ…(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	1	0	0	100	0	0	
40291	È’ØŽ) È°(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	2	0	0	100	0	0	
40292	È’ØŽ) ß§Ý•Ñ‹(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	3	0	0	100	0	0	
40293	È’ØŽ) Ú¦à ¯(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	4	0	0	100	0	0	
40294	È’ØŽ) ÛŽÃ¤(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	5	0	0	100	0	0	
40295	È’ØŽ) Å©ØŽà ¬(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	9	0	0	100	0	0	
40296	ß©Ø§ È‘Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	0	0	0	100	0	0	
40297	ß©Ø§ È‘Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	0	0	0	100	0	0	
40298	ß©Ø§ ÕœÕµ(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	1	0	0	100	0	0	
40299	ß©Ø§ È°(/)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	2	0	0	100	0	0	
40300	ß©Ø§ ß§Ý•Ñ‹(/)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	3	0	0	100	0	0	
40301	ß©Ø§ Ú¦à ¯(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	4	0	0	100	0	0	
40302	ß©Ø§ ÛŽÃ¤(/)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	5	0	0	100	0	0	
40303	aqua2	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_HUMAN	20	APPLY_SKILL_DEFEND_BONUS	15	APPLY_ATT_GRADE_BONUS	150	0	0	0	9	0	0	100	0	0	
40304	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	0	0	0	100	0	0	
40305	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	0	0	0	100	0	0	
40306	È’ØŽ) Õ«Ñ…(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	1	0	0	100	0	0	
40307	È’ØŽ) È°(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	2	0	0	100	0	0	
40308	È’ØŽ) ß§Ý•Ñ‹(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	20	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATT_GRADE_BONUS	150	APPLY_EXP_DOUBLE_BONUS	30	0	0	0	3	0	0	100	0	0	
